"","id","isResult","h.id","h.title","h.short_title","a.id","a.title","a.short_title","goals.h","goals.a","xG.h","xG.a","datetime","forecast.w","forecast.d","forecast.l"
"149","14586",TRUE,80,Chelsea,CHE,71,Aston Villa,AVL,1,1,1.53701,0.730859,"2020-12-28 17:30:00",0.6007,0.2712,0.1281
"150","14585",TRUE,220,Brighton,BRI,83,Arsenal,ARS,0,1,0.799368,1.31394,"2020-12-29 18:00:00",0.1948,0.2845,0.5207
"151","14587",TRUE,92,Burnley,BUR,238,Sheffield United,SHE,1,0,0.973831,0.492578,"2020-12-29 18:00:00",0.5046,0.3332,0.1622
"152","14588",TRUE,74,Southampton,SOU,81,West Ham,WHU,0,0,0.670996,1.07246,"2020-12-29 18:00:00",0.1937,0.3418,0.4645
"153","14590",TRUE,76,West Bromwich Albion,WBA,245,Leeds,LED,0,5,0.43551,1.54225,"2020-12-29 18:00:00",0.0736,0.2468,0.6796
"154","14592",TRUE,89,Manchester United,MUN,229,Wolverhampton Wanderers,WOL,1,0,1.48207,0.411046,"2020-12-29 20:00:00",0.7471,0.1978,0.0551
"155","14591",TRUE,86,Newcastle United,NEW,87,Liverpool,LIV,0,0,0.817935,1.32047,"2020-12-30 20:00:00",0.2097,0.2881,0.5022
"156","14595",TRUE,72,Everton,EVE,81,West Ham,WHU,0,1,0.371045,1.19713,"2021-01-01 17:30:00",0.0929,0.2811,0.626
"157","14596",TRUE,89,Manchester United,MUN,71,Aston Villa,AVL,2,1,2.46473,1.56434,"2021-01-01 20:00:00",0.5885,0.2225,0.189
"158","14599",TRUE,82,Tottenham,TOT,245,Leeds,LED,3,0,2.5286,1.15626,"2021-01-02 12:30:00",0.7069,0.1737,0.1194
"159","14604",TRUE,78,Crystal Palace,CRY,238,Sheffield United,SHE,2,0,0.598888,0.323158,"2021-01-02 15:00:00",0.3625,0.4722,0.1653
"160","14601",TRUE,220,Brighton,BRI,229,Wolverhampton Wanderers,WOL,3,3,2.4228,1.81856,"2021-01-02 17:30:00",0.5295,0.2673,0.2032
"161","14600",TRUE,76,West Bromwich Albion,WBA,83,Arsenal,ARS,0,4,0.869874,4.03429,"2021-01-02 20:00:00",0.0061,0.033,0.9609
"162","14597",TRUE,86,Newcastle United,NEW,75,Leicester,LEI,1,2,0.264584,0.702081,"2021-01-03 14:15:00",0.12,0.433,0.447
"163","14603",TRUE,80,Chelsea,CHE,88,Manchester City,MCI,1,3,0.691013,3.18063,"2021-01-03 16:30:00",0.0236,0.0772,0.8992
"164","14598",TRUE,74,Southampton,SOU,87,Liverpool,LIV,1,0,0.500436,1.37204,"2021-01-04 20:00:00",0.1159,0.2744,0.6097
"165","14610",TRUE,238,Sheffield United,SHE,86,Newcastle United,NEW,1,0,2.01315,1.04745,"2021-01-12 18:00:00",0.6246,0.2342,0.1412
"166","14612",TRUE,229,Wolverhampton Wanderers,WOL,72,Everton,EVE,1,2,0.852495,0.323445,"2021-01-12 20:15:00",0.4722,0.3951,0.1327
"167","14088",TRUE,92,Burnley,BUR,89,Manchester United,MUN,0,1,0.648582,1.23996,"2021-01-12 22:15:00",0.1875,0.3023,0.5102
"168","14614",TRUE,88,Manchester City,MCI,220,Brighton,BRI,1,0,2.90855,0.177084,"2021-01-13 18:00:00",0.9559,0.0392,0.0049
"169","14606",FALSE,71,Aston Villa,AVL,82,Tottenham,TOT,NA,NA,NA,NA,"2021-01-13 18:15:00",NA,NA,NA
"170","14589",TRUE,82,Tottenham,TOT,228,Fulham,FLH,1,1,3.14372,1.05329,"2021-01-13 20:00:00",0.8342,0.1077,0.0581
"171","14605",TRUE,83,Arsenal,ARS,78,Crystal Palace,CRY,0,0,0.368554,0.709634,"2021-01-14 20:00:00",0.1608,0.4365,0.4027
"172","14624",TRUE,229,Wolverhampton Wanderers,WOL,76,West Bromwich Albion,WBA,2,3,1.94358,2.46332,"2021-01-16 12:30:00",0.244,0.2365,0.5195
"173","14618",TRUE,245,Leeds,LED,220,Brighton,BRI,0,1,0.245193,1.14424,"2021-01-16 15:00:00",0.0547,0.2547,0.6906
