"","id","isResult","h.id","h.title","h.short_title","a.id","a.title","a.short_title","goals.h","goals.a","xG.h","xG.a","datetime","forecast.w","forecast.d","forecast.l"
"121","15881",TRUE,166,Montpellier,MPL,161,Paris Saint Germain,PSG,1,3,1.98123,2.12699,"2020-12-05 20:00:00",0.3113,0.2878,0.4009
"122","15879",TRUE,160,Lille,LIL,171,Monaco,MON,2,1,1.38745,0.669039,"2020-12-06 12:00:00",0.5825,0.272,0.1455
"123","15876",TRUE,167,Angers,ANG,179,Lorient,LOR,2,0,1.91353,0.33512,"2020-12-06 14:00:00",0.808,0.1523,0.0397
"124","15877",TRUE,176,Bordeaux,BOR,241,Brest,BRE,1,0,2.36548,0.170892,"2020-12-06 14:00:00",0.9101,0.0806,0.0093
"125","15878",TRUE,181,Dijon,DJN,175,Saint-Etienne,SEN,0,0,0.235832,0.675017,"2020-12-06 14:00:00",0.1059,0.4291,0.465
"126","15882",TRUE,168,Nantes,NAN,225,Strasbourg,STR,0,4,0.633507,3.19753,"2020-12-06 14:00:00",0.0105,0.0471,0.9424
"127","15884",TRUE,177,Reims,REI,170,Nice,NIC,0,0,0.511453,0.570809,"2020-12-06 16:00:00",0.2609,0.441,0.2981
"128","15880",TRUE,180,Metz,MET,178,Lyon,LYO,1,3,1.2421,1.81122,"2020-12-06 20:00:00",0.2246,0.2735,0.5019
"129","15893",TRUE,175,Saint-Etienne,SEN,167,Angers,ANG,0,0,1.15801,0.751779,"2020-12-11 20:00:00",0.4515,0.3177,0.2308
"130","15890",TRUE,164,Marseille,MAR,171,Monaco,MON,2,1,1.52748,1.70771,"2020-12-12 16:00:00",0.2867,0.32,0.3933
"131","15887",TRUE,210,Lens,LEN,166,Montpellier,MPL,2,3,1.38862,1.61719,"2020-12-12 20:00:00",0.2801,0.3006,0.4193
"132","15892",TRUE,170,Nice,NIC,163,Rennes,REN,0,1,0.791546,1.2598,"2020-12-13 12:00:00",0.2166,0.3058,0.4776
"133","15886",TRUE,241,Brest,BRE,177,Reims,REI,2,1,2.97358,0.555087,"2020-12-13 14:00:00",0.928,0.0562,0.0158
"134","15889",TRUE,179,Lorient,LOR,235,Nimes,NIM,3,0,2.82061,0.562896,"2020-12-13 14:00:00",0.9022,0.0786,0.0192
"135","15891",TRUE,168,Nantes,NAN,181,Dijon,DJN,1,1,1.88182,1.02506,"2020-12-13 14:00:00",0.6074,0.2448,0.1478
"136","15894",TRUE,225,Strasbourg,STR,180,Metz,MET,2,2,0.788845,1.71894,"2020-12-13 14:00:00",0.1078,0.2222,0.67
"137","15888",TRUE,160,Lille,LIL,176,Bordeaux,BOR,2,1,1.34583,0.804147,"2020-12-13 16:00:00",0.4955,0.307,0.1975
"138","15895",TRUE,161,Paris Saint Germain,PSG,178,Lyon,LYO,0,1,0.310118,0.833608,"2020-12-13 20:00:00",0.1203,0.379,0.5007
"139","15896",TRUE,167,Angers,ANG,225,Strasbourg,STR,0,2,0.215122,0.510882,"2020-12-16 18:00:00",0.1157,0.5277,0.3566
"140","15899",TRUE,181,Dijon,DJN,160,Lille,LIL,0,2,0.171789,1.10314,"2020-12-16 18:00:00",0.049,0.3054,0.6456
