"","id","fid","h","a","date","league_id","season","h_goals","a_goals","team_h","team_a","h_xg","a_xg","h_w","h_d","h_l","league","h_shot","a_shot","h_shotOnTarget","a_shotOnTarget","h_deep","a_deep","a_ppda","h_ppda"
"1","12492","1388225","240","122","2019-11-02 17:30:00","3","2019","1","0","Union Berlin","Hertha Berlin","1.31187","0.415645","0.6757","0.2473","0.077","Bundesliga","14","7","6","3","3","4","27.2222","8.5000"
"1","12490","1388217","233","134","2019-11-03 14:30:00","3","2019","2","0","Fortuna Duesseldorf","FC Cologne","2.18646","1.03434","0.6952","0.2032","0.1016","Bundesliga","9","8","3","1","1","10","6.6522","8.8710"
"1","12491","1388221","121","124","2019-11-03 17:00:00","3","2019","2","3","Augsburg","Schalke 04","1.55099","0.355124","0.7588","0.1911","0.0501","Bundesliga","12","10","4","3","6","5","6.7647","15.5652"
"1","12498","1388190","134","120","2019-11-08 19:30:00","3","2019","1","2","FC Cologne","Hoffenheim","0.638731","1.6191","0.104","0.2315","0.6645","Bundesliga","11","15","3","5","12","8","10.0000","8.8000"
"1","12494","1388241","122","136","2019-11-09 14:30:00","3","2019","2","4","Hertha Berlin","RasenBallsport Leipzig","0.46433","1.93927","0.036","0.1291","0.8349","Bundesliga","7","10","3","7","2","9","7.0690","16.1304"
"1","12495","1388244","125","240","2019-11-09 14:30:00","3","2019","2","3","Mainz 05","Union Berlin","2.04684","1.5394","0.4996","0.2481","0.2523","Bundesliga","16","14","5","4","8","6","10.0769","6.3103"
"1","12497","1388187","124","233","2019-11-09 14:30:00","3","2019","3","3","Schalke 04","Fortuna Duesseldorf","1.23132","2.06462","0.1516","0.2376","0.6108","Bundesliga","12","9","5","5","3","5","10.1852","10.2000"
"1","12499","1388193","205","121","2019-11-09 14:30:00","3","2019","0","1","Paderborn","Augsburg","1.20293","1.09006","0.3831","0.3242","0.2927","Bundesliga","12","13","4","5","3","17","12.1111","6.1500"
"1","12493","1388229","117","129","2019-11-09 17:30:00","3","2019","4","0","Bayern Munich","Borussia Dortmund","3.90951","0.608676","0.969","0.0272","0.0038","Bundesliga","17","2","5","0","8","1","18.2727","10.0000"
"1","12500","1388233","130","123","2019-11-10 12:30:00","3","2019","3","1","Borussia M.Gladbach","Werder Bremen","2.15941","1.59871","0.5059","0.2537","0.2404","Bundesliga","17","16","7","7","6","3","10.2222","6.9697"
